s11_MRI,s11_iperf,s12_MRI,s12_iperf
30.0,5440.0,22.0,1698.0
65.0,56.0,73.0,56.0
65.0,1487.8911764705883,73.0,1483.243816254417
65.0,1490.0,73.0,1490.0
