s11_MRI,s11_iperf,s12_MRI,s12_iperf
30.0,5440.0,19.0,853.0
65.0,56.0,73.0,56.0
65.0,1487.8911764705883,73.0,1476.5509964830012
65.0,1490.0,73.0,1490.0
