s11_MRI,s11_iperf,s12_MRI,s12_iperf
29.0,2720.0,21.0,1694.0
65.0,56.0,73.0,56.0
65.0,1487.8911764705883,73.0,1486.6139315230225
65.0,1490.0,73.0,1490.0
