s11_MRI,s11_iperf,s12_MRI,s12_iperf
30.0,2720.0,20.0,848.0
65.0,56.0,73.0,56.0
65.0,1487.8911764705883,73.0,1483.2358490566037
65.0,1490.0,73.0,1490.0
