s11_MRI,s11_iperf,s12_MRI,s12_iperf
30.0,4080.0,19.0,425.0
65.0,56.0,73.0,56.0
65.0,1487.8911764705883,73.0,1469.755294117647
65.0,1490.0,73.0,1490.0
