s11_MRI,s11_iperf,s12_MRI,s12_iperf
30.0,1816.0,22.0,600.0
65.0,56.0,73.0,56.0
65.0,1486.84140969163,73.0,1480.44
65.0,1490.0,73.0,1490.0
