s11_MRI,s11_iperf,s12_MRI,s12_iperf
29.0,3632.0,22.0,604.0
65.0,56.0,73.0,56.0
65.0,1486.84140969163,73.0,1471.0066225165563
65.0,1490.0,73.0,1490.0
